//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;
$_Languages;;;
7(5) Allemand (Liechtenstein);12(1) Français (France);9(1) Anglais (États-Unis);
22912;Cause : ne peut être spécifiée. Solution : voir le manuel.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
9920;réservé;Reserved;
26304;;;
13312;Erreur 1 dans actionneur / capteur;Fault 1 in actuator/sensor;
29696;;;
392;Erreur 2 dans actionneur / capteur;Fault 2 in actuator/sensor;
16776;;;
3784;Erreur temporaire;Temporary error;
20168;;;
320;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;
16704;Aide : transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20110809@;
2016;Pas de connexion physique au port;No physical connection on port;
18400;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
2017;Erreur pour "Support de transmission/Duplex";Error with "Transfer medium/duplex";
18401;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
2018;Erreur à la vérification des données de câble;Error during cable data check;
18402;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
3712;Erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20110809@;Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
20096;Aide : erreur partenaire; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Remote mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
5408;Partenaire incorrect;Wrong partner;
21792;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
5409;Port partenaire incorrect;Wrong partner port;
21793;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
5410;IRT (Top Performance) impossible sur ce port;IRT (top performance) not possible at this port;
21794;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
5411;Incohérence pour "Support de transmission / Duplex";Inconsistency in "transmission medium / duplex";
21795;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
5412;Incohérence de la configuration MRP / du câblage;Inconsistent MRP configuration / wiring;
21796;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
5413;Le voisin n'a pas pu être détecté;The neighbor could not be identified;
21797;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
5414;Incohérence de la configuration MRRT;Inconsistent MRRT configuration;
21798;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
5415;Différence à la détermination de longueur de câble;Difference in cable length measurement;
21799;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
5832;Nom de domaine Sync utilisé plusieurs fois;Sync domain name used more than once;
22216;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
7104;Erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20110809@;Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
23488;Aide : erreur de redondance de supports de transmission; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Media redundancy mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
8800;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;Redundancy manager cannot adopt the configured role;
25184;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
8801;Anneau ouvert;Ring opened;
25185;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
8802;Redondance RT plus garantie;RT redundancy not effective;
25186;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
8803;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;There is more than one redundancy manager in the ring;
25187;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
10496;Perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20110809@;Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
26880;Aide : perte de synchronisation; @5W%t#ML-V2.25-Festo-CPX-20110809@;Help: Sync mismatch; @5W%t#ML-V2.25-Festo-CPX-20110809@;
12192;L'esclave Sync ne sera pas synchronisé;Sync slave will not be synchronized;
28576;La station est un esclave Sync et n'est pas synchronisée.
