//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.,,,,
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel,,,,
$_Languages,,,,
7(5) German (Liechtenstein),10(1) Spanish (Traditional Sort),9(1) English (United States),12(1) French (France),
14572,Error without errortext (246),Error without errortext (246),Error without errortext (246),
30956,Help,Help,Help,
14574,Error without errortext (247),Error without errortext (247),Error without errortext (247),
30958,Help,Help,Help,
24,Error without errortext (248),Error without errortext (248),Error without errortext (248),
16408,Help,Help,Help,
26,Error without errortext (249),Error without errortext (249),Error without errortext (249),
16410,Help,Help,Help,
28,Error without errortext (250),Error without errortext (250),Error without errortext (250),
16412,Help,Help,Help,
30,Error without errortext (251),Error without errortext (251),Error without errortext (251),
16414,Help,Help,Help,
14872,Error without errortext (252),Error without errortext (252),Error without errortext (252),
31256,Help,Help,Help,
14874,Error without errortext (253),Error without errortext (253),Error without errortext (253),
31258,Help,Help,Help,
14876,Undervoltage electronics and sensors,Undervoltage electronics and sensors,Undervoltage electronics and sensors,
31260,Help,Help,Help,
14878,Unknown error (255),Unknown error (255),Unknown error (255),
31262,Help,Help,Help,
15024,Error without errortext (256),Error without errortext (256),Error without errortext (256),
31408,Help,Help,Help,
15026,Error without errortext (257),Error without errortext (257),Error without errortext (257),
31410,Help,Help,Help,
15028,Error without errortext (258),Error without errortext (258),Error without errortext (258),
31412,Help,Help,Help,
15030,Error without errortext (259),Error without errortext (259),Error without errortext (259),
31414,Help,Help,Help,
34,CPX critical system error,CPX critical system error,CPX critical system error,
16418,Help,Help,Help,
4879,IO-Link device error: No error,IO-Link device error: No error,IO-Link device error: No error,
21263,,,,
2511,IO-Link device error: Device hardware fault,IO-Link device error: Device hardware fault,IO-Link device error: Device hardware fault,
18895,,,,
12272,,,,
28656,,,,
13488,Cortocircuito,Short circuit,Court-circuit,
29872,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
14704,Baja tensión,Low voltage,Sous-tension,
31088,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
15920,Sobretensión,Overvoltage,Surtension,
32304,Compruebe la fuente de alimentación.,Verify the power supply.,Contrôlez l'alimentation en tension.,
824,Sobrecarga,Overload,Surcharge,
17208,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
2040,Sobretemperatura,Overtemperature,Surchauffe,
18424,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
3256,Rotura de hilo,Wire break,Rupture de fil,
19640,Compruebe el estado de las líneas de con,Check the status of the connection lines,Contrôlez l'état des câbles de liaison.,
4472,Límite superior excedido,High limit exceeded,Limite supérieure dépassée,
20856,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
5688,Límite inferior excedido,Low limit exceeded,Limite inférieure sous-dépassée,
22072,Compruebe los datos técnicos de los comp,Check the technical specifications of th,Contrôlez les caractéristiques technique,
6904,Fallo,Error,Erreur,
23288,,,,
8120,Simulación activa,Simulation active,Simulation active,
24504,,,,
9336,Reservado,Reserved,réservé,
25720,,,,
10552,Reservado,Reserved,réservé,
26936,,,,
11768,Reservado,Reserved,réservé,
28152,,,,
12984,Reservado,Reserved,réservé,
29368,,,,
14200,Falta el parámetro,Parameter missing,Paramètre manquant,
30584,,,,
15416,Error parametrizacion,Parameter assignment error,Erreur de parametrage,
31800,,,,
320,Falta tension sensor o carga,Sensor or load voltage missing,Absence tension de capteur ou charge,
16704,,,,
1536,Fusible defectuoso,Fuse defective,Fusible defectueux,
17920,,,,
2752,Error de comunicacion,Slot not addressable,Erreur de communication,
19136,,,,
3968,Error de masa,Ground error,Erreur de masse,
20352,,,,
5184,Error canal referencia,Reference channel error,Erreur voie de reference,
21568,,,,
6400,Alarma de proceso perdida,Process interrupt lost,Alarme processus perdue,
22784,,,,
7616,Advertencia,Warning,Attention,
24000,,,,
8832,Desconexión,Shutoff,Arrêt,
25216,,,,
10048,Desconexión de seguridad,Fail-safe shutoff,Arrêt de sécurité,
26432,,,,
11264,Error externo,external error,Defaut externe,
27648,,,,
12480,Error indefinido,ambiguous error,Defaut non specifie,
28864,,,,
13696,Reservado,Reserved,réservé,
30080,,,,
14912,Errore 1 nell´attuat./trasdutt.,Actuator/sensor fault 1,Défaut 1 de l'actionn./du capt.,
31296,,,,
16128,Fallo 2 en actuador / sensor,Fault 2 in actuator/sensor,Erreur 2 dans actionneur / capteur,
32512,,,,
1032,Channel temporary error,Channel temporary error,Channel temporary error,
17416,,,,
13640,Transferencia de datos imposible; @5W%t#et200pro-20171208@,Data transmission impossible; @5W%t#et200pro-20171208@,Transmission de données impossible; @5W%t#et200pro-20171208@,
30024,Ayuda: Transferencia de datos imposible;,Help: Data transmission impossible; @5W%,Aide : transmission de données impossibl,
14248,No hay conexión física en el puerto,No physical connection on port,Pas de connexion physique au port,
30632,Se ha configurado la vigilancia del puer,Port monitoring was configured, there is,Une surveillance de port a été configuré,
14249,Error en "Soporte de transferencia/dúplex",Error with "Transfer medium/duplex",Erreur pour "Support de transmission/Duplex",
30633,"Soporte de transferencia / dúplex" se h,"Transfer medium / duplex" was configure,"Support de transmission / Duplex" a été,
14250,Error al comprobar los datos de línea,Error during cable data check,Erreur à la vérification des données de câble,
30634,Causas posibles:
 - La longitud de línea,Possible causes:
 - The discovered cable,Causes possibles :
 - La longueur de câb,
14856,Error en el partner; @5W%t#et200pro-20171208@,Remote mismatch; @5W%t#et200pro-20171208@,Erreur partenaire; @5W%t#et200pro-20171208@,
31240,Ayuda: Error en el partner; @5W%t#et200p,Help: Remote mismatch; @5W%t#et200pro-20,Aide : erreur partenaire; @5W%t#et200pro,
15464,Partner incorrecto,Wrong partner,Partenaire incorrect,
31848,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
15465,Puerto partner erróneo,Wrong partner port,Port partenaire incorrect,
31849,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
15466,IRT (Top Performance) no es posible en este puerto,IRT (top performance) not possible at this port,IRT (Top Performance) impossible sur ce port,
31850,Causas posibles:
 - Otros errores de com,Possible causes:
 - Other communications,Causes possibles :
 - Autres erreurs de ,
15467,Incoherencia en "Soporte de transferencia / dúplex",Inconsistency in "transmission medium / duplex",Incohérence pour "Support de transmission / Duplex",
31851,Se ha configurado el "Medio de transmisi,"Transmission medium/duplex" was configu,"Support de transmission/Duplex" a été c,
15468,Incoherencia en la configuración MRP / cableado,Inconsistent MRP configuration / wiring,Incohérence de la configuration MRP / du câblage,
31852,Se ha configurado un dominio MRP, pero l,MRP domain was configured; the local set,Domaine MRP configuré ; la sélection loc,
15469,Imposible detectar el vecino,The neighbor could not be identified,Le voisin n'a pas pu être détecté,
31853,Se ha configurado una conexión de puerto,A port interconnection was configured bu,Une connexion de port a été configurée, ,
15470,Incoherencia en la configuración MRRT,Inconsistent MRRT configuration,Incohérence de la configuration MRRT,
31854,Se ha configurado la característica MRRT,The MRRT feature was configured; the loc,L'attribut MRRT  a été configuré; les op,
15471,Diferencia al determinar la longitud del cable,Difference in cable length measurement,Différence à la détermination de longueur de câble,
31855,Se ha configurado "Soporte de transferen,"Transmission medium / Duplex" was confi,"Support de transmission / Duplex" a été,
15616,El nombre del dominio Sync se utiliza repetidas veces,Sync domain name used more than once,Nom de domaine Sync utilisé plusieurs fois,
32000,En la subred Ethernet se han configurado,Two sync domains with the same name were,Deux domaines Sync de même nom ont été c,
16072,Error de redundancia de medios; @5W%t#et200pro-20171208@,Media redundancy mismatch; @5W%t#et200pro-20171208@,Erreur de redondance de supports de transmission; @5W%t#et200pro-20171208@,
32456,Ayuda: Redundancia de medios; @5W%t#et20,Help: Media redundancy mismatch; @5W%t#e,Aide : erreur de redondance de supports ,
368,El manager de redundancia no puede asumir la función configurada.,Redundancy manager cannot adopt the configured role,Le gestionnaire de redondance ne peut pas assumer le rôle configuré.,
16752,Indica que el manager de redundancia asu,Indicates that the configured redundancy,Signifie que le gestionnaire de redondan,
369,Anillo abierto,Ring opened,Anneau ouvert,
16753,Indica que el anillo se ha interrumpido ,Indicates that the ring has been interru,Indique que l'anneau est interrompu unil,
370,Redundancia RT no garantizada,RT redundancy not effective,Redondance RT plus garantie,
16754,Indica que el anillo para la comunicació,Indicates that the ring is not closed fo,Indique que l'anneau n'est pas fermé pou,
371,En el anillo se encuentran varios administradores de redundancia,There is more than one redundancy manager in the ring,Il existe plusieurs gestionnaires de redondance au sein de l'anneau,
16755,Indica que en el anillo se encuentran va,Indicates that more than one device in t,Indique que plusieurs appareils assument,
976,Pérdida de sincronización; @5W%t#et200pro-20171208@,Sync mismatch; @5W%t#et200pro-20171208@,Perte de synchronisation; @5W%t#et200pro-20171208@,
17360,Ayuda: Pérdida de sincronización; @5W%t#,Help: Sync mismatch; @5W%t#et200pro-2017,Aide : perte de synchronisation; @5W%t#e,
1584,No se sincroniza el SyncSlave,Sync slave will not be synchronized,L'esclave Sync ne sera pas synchronisé,
17968,El equipo es un SyncSlave y no se sincro,The station is a sync slave and it is no,La station est un esclave Sync et n'est ,
1587,Equipo no síncrono,Station not synchronized,Station non synchrone,
17971,La sincronización está fuera del rango d,Synchronization is outside the range of ,La synchronisation se trouve hors de la ,
2192,Error de modo isócrono; @5W%t#et200pro-20171208@,Isochronous mode mismatch; @5W%t#et200pro-20171208@,Erreur de synchronisme d'horloge; @5W%t#et200pro-20171208@,
18576,Ayuda: Error de modo isócrono; @5W%t#et2,Help: Isochronous mode mismatch; @5W%t#e,Aide : erreur de synchronisme d'horloge;,
3408,Error CR multicast; @5W%t#et200pro-20171208@,Multicast CR mismatch; @5W%t#et200pro-20171208@,Erreur Multicast CR; @5W%t#et200pro-20171208@,
19792,Ayuda: Error CR multicast; @5W%t#et200pr,Help: Multicast CR mismatch; @5W%t#et200,Aide : Erreur CR Multicast; @5W%t#et200p,
4624,Reservado; @5W%t#et200pro-20171208@,Reserved; @5W%t#et200pro-20171208@,réservé; @5W%t#et200pro-20171208@,
21008,Ayuda: Ayuda; @5W%t#et200pro-20171208@,Help: Reserved; @5W%t#et200pro-20171208@,Aide : réservée; @5W%t#et200pro-20171208,
5840,Error fibra óptica; @5W%t#et200pro-20171208@,Fiber optics mismatch; @5W%t#et200pro-20171208@,Erreur fibre optique; @5W%t#et200pro-20171208@,
22224,Ayuda: Error fibra óptica; @5W%t#et200pr,Help: Fiber optics mismatch; @5W%t#et200,Aide : erreur fibre optique; @5W%t#et200,
6448,Reserva de sistema de fibra óptica crítica,FO link power margin critical,Réserve système FO critique,
22832,La reserva de sistema FO se encuentra po,The FO link power margin is below the @2,La réserve système FO se trouve en -dess,
7056,Error de función del componente de red; @5W%t#et200pro-20171208@,Network component function mismatch; @5W%t#et200pro-20171208@,Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20171208@,
23440,Ayuda: Error de función del componente d,Help: Network component function mismatc,Aide : erreur de fonctionnement du compo,
7664,Debido a sobrecarga se han rechazado paquetes de datos,Data packets discarded due to overload,Paquets de données rejetés pour surcharge,
24048,Como mínimo @2D%1d@ paquetes de datos ha,At least @2D%1d@ data packets were disca,@2D%1d@ paquets de données au minimum on,
8272,Error de tiempo; @5W%t#et200pro-20171208@,Time mismatch; @5W%t#et200pro-20171208@,Erreur d'horloge; @5W%t#et200pro-20171208@,
24656,Ayuda: Error de tiempo; @5W%t#et200pro-2,Help: Time mismatch; @5W%t#et200pro-2017,Aide : erreur de temporisation; @5W%t#et,
13744,Configuración incoherente/especificación del gateway predeterminado,Inconsistent configuration / specification of the standard gateway,Configuration incohérente/Spécification du routeur par défaut,
30128,Se ha configurado un gateway predetermin,A standard gateway has been configured f,Un autre routeur par défaut a été config,
13745,Configuración/especificación incoherente del nombre de dispositivo,Inconsistent configuration/specification of the NameOfStation,Configuration incohérente/Spécification du NameOfStation,
30129,Para otra interfaz de este módulo ya se ,A NameOfStation which is identical to th,Un NameOfStation a déjà été configuré /a,
13746,Configuración/especificación incoherente de la dirección IP,Inconsistent configuration/specification of the IP address,Configuration incohérente/Spécification de l'adresse IP,
30130,Para otra interfaz ya se ha configurado/,An IP address which is in the same subne,Une adresse IP a déjà été configurée/att,
