//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
7067;Station not synchronized;Station non synchrone;
23451;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
8568;Isochronous mode mismatch; @5W%t#et200pro-20140922@;Erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
24952;Help: Isochronous mode mismatch; @5W%t#et200pro-20140922@;Aide : erreur de synchronisme d'horloge; @5W%t#et200pro-20140922@;
11576;Multicast CR mismatch; @5W%t#et200pro-20140922@;Erreur Multicast CR; @5W%t#et200pro-20140922@;
27960;Help: Multicast CR mismatch; @5W%t#et200pro-20140922@;Aide : Erreur CR Multicast; @5W%t#et200pro-20140922@;
14584;Reserved; @5W%t#et200pro-20140922@;réservé; @5W%t#et200pro-20140922@;
30968;Help: Reserved; @5W%t#et200pro-20140922@;Aide : réservée; @5W%t#et200pro-20140922@;
1280;Fiber optics mismatch; @5W%t#et200pro-20140922@;Erreur fibre optique; @5W%t#et200pro-20140922@;
17664;Help: Fiber optics mismatch; @5W%t#et200pro-20140922@;Aide : erreur fibre optique; @5W%t#et200pro-20140922@;
2784;FO link power margin critical;Réserve système FO critique;
19168;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
4288;Network component function mismatch; @5W%t#et200pro-20140922@;Erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
20672;Help: Network component function mismatch; @5W%t#et200pro-20140922@;Aide : erreur de fonctionnement du composant réseau; @5W%t#et200pro-20140922@;
5792;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
22176;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
7296;Time mismatch; @5W%t#et200pro-20140922@;Erreur d'horloge; @5W%t#et200pro-20140922@;
23680;Help: Time mismatch; @5W%t#et200pro-20140922@;Aide : erreur de temporisation; @5W%t#et200pro-20140922@;
4520;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
20904;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
4521;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
20905;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
4522;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
20906;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
2632;;;
19016;;;
5640;Short circuit;Court-circuit;
22024;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
8648;Low voltage;Sous-tension;
25032;Verify the power supply.;Contrôlez l'alimentation en tension.;
11656;Overvoltage;Surtension;
28040;Verify the power supply.;Contrôlez l'alimentation en tension.;
14664;Overload;Surcharge;
31048;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
1360;Overtemperature;Surchauffe;
17744;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
4368;Wire break;Rupture de fil;
20752;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
7376;High limit exceeded;Limite supérieure dépassée;
23760;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
10384;Low limit exceeded;Limite inférieure sous-dépassée;
26768;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
13392;Error;Erreur;
29776;;;
88;Simulation active;Simulation active;
16472;;;
3096;Reserved;réservé;
19480;;;
6104;Reserved;réservé;
22488;;;
9112;Reserved;réservé;
25496;;;
12120;Reserved;réservé;
28504;;;
15128;Parameter missing;Paramètre manquant;
31512;;;
1824;Parameter assignment error;Erreur de paramétrage;
18208;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;
4832;Power supply fault;Absence de tension capteur ou de charge;
21216;Cause: No power supply. Remedy: Check wiring or turn on power supply.;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;
7840;Fuse blown / open;Fusible defectueux;
24224;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
10848;Slot cannot be addressed;Emplacement non accessible;
27232;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
13856;Ground fault;Défaut à la masse;
30240;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
552;Reference point list;Erreur de voie de référence;
16936;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
3560;Process event lost / sampling error;Alarme de processus perdue;
19944;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
6568;Threshold warning;Avertissement actionneur;
22952;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
9576;Output disabled;Coupure actionneur;
25960;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
12584;Safety event;Arrêt de sécurité;
28968;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
15592;External fault;Défaut externe;
31976;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
2288;Unidentified error;Défaut non spécifié;
18672;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
5296;Reserved;réservé;
21680;;;
8304;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
24688;;;
11312;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
27696;;;
14320;Temporary error;Erreur temporaire;
30704;;;
15712;Mismatch of safety destination address (F_Dest_Add);Mismatch of safety destination address (F_Dest_Add);
32096;Help;Help;
7152;Device specific diagnosis information, see manual;Device specific diagnosis information, see manual;
23536;Help;Help;
6016;Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;Transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;
22400;Help: Data transmission impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;Aide : transmission de données impossible; @5W%t#ML-V2.25-Festo-CPX-20121203@;
7520;No physical connection on port;Pas de connexion physique au port;
